il;ilçe;semt_bucak_belde;Mahalle;PK
SINOP;MERKEZ;MERKEZKOYLER;SARSI MAH (ABALI KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;SOFTAOGLU MAH (UZUNGURGEN KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;SOFTOOGLU MAH (MELIKSAH KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;SOGUKSU MAH (SAZLI KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;SOGULCAK MAH (ABALI KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;SULEYMANOGLU MAH (KABALI KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;SULUKGOLU MAH (GOLLU KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;SAHIN MAH (EYMIR KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;SANLI MAH (CIFTLIK KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;SEHIT HASAN YILMAZ MAH (KABALI KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;SEKERLI MAH (GOLLER KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;SEKERLI MAH (TASMANLI KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;SERBETCI MAH (GOLLER KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;TABANOGLU MAH (TASMANLI KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;TAKAOGLU MAH (TANGALOGLU KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;TANGALOGLU MAH (TANGALOGLU KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;TASLICA MAH (DIBEKLI KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;TAVUKCU MAH (LALA KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;TEKNEOGLU MAH (LALA KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;TEPE MAH (DIBEKLI KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;TEPE MAH (LALA KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;TEPECIK MAH (ERIKLI KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;TERESU MAH (ALOGLU KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;TIGLIOGLU MAH (AVDAN KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;TINGIRLAR MAH (TAYPAKLI KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;TIRMIK MAH (TASMANLI KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;TUNUSTOGLU MAH (TAYPAKLI KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;ULU MAH (MELIKSAH KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;YAGCI MAH (DIBEKLI KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;YAKA MAH (KILICLI KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;YAKA MAH (MERTOGLU KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;YALIBOYU  MAH (HEYAMOLA MAH) (CIFTLIK KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;YENI MAH (BEKTASAGA KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;YERLI MAH (HACIOGLU KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;YESILPINAR MAH (KARAPINAR KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;YETIMOGLU MAH (SINECAN KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;YORUKLU MAH (GOLLER KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;YUKARI ASARCIK MAH (KIRENCUKURU KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;YUKARI MAH (HACIOGLU KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;YUKARI MAH (MERTOGLU KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;YUKARI MAH (SAZLI KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;YUKARIKARAPINAR MAH (KARAPINAR KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;YUKARIKOY MAH (TINGIROGLU KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;YUREKLI MAH (AKBAS KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;ZARFLI MAH (DIZDAROGLU KOYU);57002
SINOP;MERKEZ;MERKEZKOYLER;ZENGINOGLU MAH (MELIKSAH KOYU);57002
SINOP;MERKEZ;SINOP;ADA MAH;57010
SINOP;MERKEZ;SINOP;BOSTANCILI MAH;57010
SINOP;MERKEZ;SINOP;CAMIKEBIR MAH;57010
SINOP;MERKEZ;SINOP;GELINCIK MAH;57010
SINOP;MERKEZ;SINOP;INCEDAYI MAH;57010
SINOP;MERKEZ;SINOP;KALEYAZISI MAH;57010
SINOP;MERKEZ;SINOP;KEFEVI MAH;57010
SINOP;MERKEZ;SINOP;KORUCUK MAH;57010
SINOP;MERKEZ;SINOP;MEYDANKAPI MAH;57010
SINOP;MERKEZ;SINOP;ORDU MAH;57010
SINOP;MERKEZ;SINOP;OSMANIYE MAH;57010
SINOP;MERKEZ;SINOP;YENI MAH;57010
SINOP;MERKEZ;SINOP;ZEYTINLIK MAH;57010
SINOP;SARAYDUZU;MERKEZKOYLER;AKBELEN KOYU;57302
SINOP;SARAYDUZU;MERKEZKOYLER;ALUC MAH (AVLUCA KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;ASARCIKCAMILI KOYU;57302
SINOP;SARAYDUZU;MERKEZKOYLER;ASARCIKHACIKOY KOYU;57302
SINOP;SARAYDUZU;MERKEZKOYLER;ASARCIKKAZAKLI KOYU;57302
SINOP;SARAYDUZU;MERKEZKOYLER;ASAGI MAH (BAHSASLI KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;ASAGI MAH (KARACAYGOLETI KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;ASAGIAKPINAR KOYU;57302
SINOP;SARAYDUZU;MERKEZKOYLER;AVLUCA KOYU;57302
SINOP;SARAYDUZU;MERKEZKOYLER;BALCILAR MAH (CALPINAR KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;BURUM MAH (ZAIMKOY KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;CUMAKOY KOYU;57302
SINOP;SARAYDUZU;MERKEZKOYLER;CUMATABAKLI KOYU;57302
SINOP;SARAYDUZU;MERKEZKOYLER;CALAPLI MAH (BAHCEKOY KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;CALCA MAH (YAYLACILI KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;CAMPASALI KOYU;57302
SINOP;SARAYDUZU;MERKEZKOYLER;COBANLI MAH (ASARCIKKAYALI KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;DERE MAH (BASEKIN KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;DIMBILOGLU MAH (CUMAKAYALI KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;ELICEK MAH (YAYLACILI KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;GOYNUKOREN KOYU;57302
SINOP;SARAYDUZU;MERKEZKOYLER;GULOREN MAH (YENICE KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;GUNEY MAH (CALPINAR KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;GUR PINAR MAH (CALPINAR KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;GURLEN MAH (CUMAKAYALI KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;HACICAY KOYU;57302
SINOP;SARAYDUZU;MERKEZKOYLER;HANOGLU KOYU;57302
SINOP;SARAYDUZU;MERKEZKOYLER;HEMITLI MAH (CORMAN KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;KADIOGLU MAH (BAHCEKOY KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;KENDIRLI MAH (BAHCEKOY KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;KISLA MAH (FAKILI KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;KORUCUK KOYU;57302
SINOP;SARAYDUZU;MERKEZKOYLER;KORUK MAH (YUKARIAKPINAR KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;KOZLUCA MAH (ZAIMKOY KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;KOCBEYENDI MAH (TEPEKOY KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;MERKEZ MAH (ARIM KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;MERKEZ MAH (ASARCIKKAYALI KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;MERKEZ MAH (BAHCEKOY KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;MERKEZ MAH (BASEKIN KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;MERKEZ MAH (CUMAKAYALI KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;MERKEZ MAH (CALPINAR KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;MERKEZ MAH (CORMAN KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;MERKEZ MAH (FAKILI KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;MERKEZ MAH (KARACAYGOLETI KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;MERKEZ MAH (TEPEKOY KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;MERKEZ MAH (YALMANSARAY KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;MERKEZ MAH (YAYLACILI KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;MERKEZ MAH (YENICE KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;MERKEZ MAH (YUKARIAKPINAR KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;MERKEZ MAH (ZAIMKOY KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;ORTA MAH (ARIM KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;ORTA MAH (BASEKIN KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;SALMANLI MAH (BASEKIN KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;SOGUTLU MAH (CUMAKAYALI KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;SIH MAH (YENICE KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;ULUKOY KOYU;57302
SINOP;SARAYDUZU;MERKEZKOYLER;YONCA MAH (ZAIMKOY KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;YUKARI ELICEK MAH (YAYLACILI KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;YUKARI MAH (BAHSASLI KOYU);57302
SINOP;SARAYDUZU;MERKEZKOYLER;YUKARIARIM KOYU;57302
SINOP;SARAYDUZU;MERKEZKOYLER;ZEYVE MAH (BAHSASLI KOYU);57302
SINOP;SARAYDUZU;SARAYDUZU;MERKEZ MAH;57300
SINOP;TURKELI;MERKEZKOYLER;ABAZA MAH (DIREKLI KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;ACA MAH (DUZ KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;AGA MAH (AYAZ KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;AKBUDAK MAH (TASGUNEY KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;AKTAS MAH (TASGUNEY KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;APDI MAH (TURHAN KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;ARAPLAR MAH (CATAKGUNEY KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;ARPATARLASI MAH (CATAKGERIS KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;ASAGI MAH (ISIKLI KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;ASAGI MARBEL MAH (AKCABUK KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;ASAGI TARLA MAH (ISIKLI KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;ASPISEN MAH (SAZKISLA KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;AYAN CESME MAH (YUSUFLU KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;AYDAGLAR MAH (CATAKORENCIK KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;AYDINOGLU MAH (SARMASIK KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;BALAYCIK MAH (YUSUFLU KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;BAS CIBLE MAH (GOKCEALAN KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;BASOCAK MAH (DUZLER KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;BEKIROGLU MAH (SARMASIK KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;BILGILI MAH (ALAGOZ KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;BIRNIT MAH (TURHAN KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;CAMI YANI MAH (GOKCEALAN KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;CAYLA MAH (DUZ KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;CELALLER MAH (CATAKORENCIK KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;CIZMECI MAH (GOKCEALAN KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;COVE MAH (DUZ KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;CAGLAYAN MAH (OYMAYAKA KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;CARSAMBA MAH (KARABEY KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;CATAKDUZU MAH (KARABEY KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;CAY MAH (AYAZ KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;CAY MAH (CATAKGUNEY KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;CAY MAH (TURHAN KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;CAYAGZI MAH (GENCEK KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;CAYIRLAR MAH (HAMAMLI KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;CAYLA MAH (CATAKGERIS KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;CESMELI MAH (DUZLER KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;CINAR MAH (SATI KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;COLAKLAR MAH (ISIKLI KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;COLAKOGLU MAH (SARMASIK KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;COMEZ MAH (KUSCULAR KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;DAYI MAH (YAZICI KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;DE MAH (DIREKLI KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;DEGIRMENONU MAH (ISIKLI KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;DEMIRCI MAH (AKCABUK KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;DEMIRCI MAH (TURHAN KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;DEMIRKAPI MAH (KUZ KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;DIBEK YANI MAH (YAZICI KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;DURE MAH (HACI KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;DUZ TARLA MAH (YAZICI KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;EBE MAH (SARMASIK KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;EKSE MAH (GOKCEALAN KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;EMRELLI MAH (YUSUFLU KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;ERDOGDU MAH (TASGUNEY KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;ESKI AYADON MAH (DIREKLI KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;EYREK MAH (GOKCEALAN KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;FAKIOGLU MAH (AYAZ KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;GEDOY MAH (TURHAN KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;GERGU MAH (CATAKGUNEY KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;GERIS HARMAN MAH (CATAKGUNEY KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;GERIS MAH (GUNDOGDU KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;GOLGECI MAH (GOKCEALAN KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;GORKOY MAH (KAYABASI KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;GULLU SU MAH (OYMAYAKA KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;GULTEPE MAH (KUZ KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;GUMLE MAH (CATAKGERIS KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;GUNEY MAH (TURHAN KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;GURCULER MAH (YAPRAKLI KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;HACILAR MAH (GUNDOGDU KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;HAMUZLAR MAH (CATAKGERIS KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;HARMANYANI MAH (DUZLER KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;HASAN DAGI MAH (KUZ KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;HATIP MAH (CATAKGUNEY KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;HATIP MAH (TASGUNEY KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;HOCAKOY MAH (DUZLER KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;HOSGUDEN MAH (GENCEK KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;KABAOGLU MAH (GOKCEALAN KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;KABBEZ MAH (ISIKLI KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;KALAYCI MAH (YAPRAKLI KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;KAPAN MAH (TACAHMET KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;KARASLAR MAH (YAZICI KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;KARSI MAH (DUZ KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;KARSI MAH (TACAHMET KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;KARSI MAH (YAZICI KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;KAYA MAH (AKCABUK KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;KAYADIBI MAH (KAYABASI KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;KAYRACI MAH (KUSCULAR KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;KESTANECIK MAH (CATAKGUNEY KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;KES KOYU;57902
SINOP;TURKELI;MERKEZKOYLER;KIRAN MAH (TURHAN KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;KISLA MAH (SAZKISLA KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;KILISE ARKASI MAH (DIREKLI KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;KOCA MAH (DUZ KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;KOCADUZU MAH (TACAHMET KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;KOZ SOKU MAH (KUSCULAR KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;KOSEKOY MAH (CATAKGERIS KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;KOSEOGLU MAH (GOKCEALAN KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;KOSERETASI MAH (HACI KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;KURTKOY MAH (YESILOBA KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;KURVANA MAH (YESILOBA KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;KUZ MAH (GOKCEALAN KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;KUZGECE MAH (CATAKORENCIK KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;KUTULEP MAH (CATAKGERIS KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;MANAV MAH (YAPRAKLI KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;MANTARLIK MAH (KUZ KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;MEMIS MAH (YAPRAKLI KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;MERKEZ MAH (AKCABUK KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;MERKEZ MAH (ALAGOZ KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;MERKEZ MAH (AYAZ KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;MERKEZ MAH (CATAKGERIS KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;MERKEZ MAH (CATAKGUNEY KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;MERKEZ MAH (CATAKORENCIK KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;MERKEZ MAH (DIREKLI KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;MERKEZ MAH (DUZ KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;MERKEZ MAH (DUZLER KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;MERKEZ MAH (GAZILER KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;MERKEZ MAH (GENCEK KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;MERKEZ MAH (GOKCEALAN KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;MERKEZ MAH (GUNDOGDU KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;MERKEZ MAH (GUZELKENT KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;MERKEZ MAH (HACI KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;MERKEZ MAH (HAMAMLI KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;MERKEZ MAH (KAYABASI KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;MERKEZ MAH (KUSCULAR KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;MERKEZ MAH (KUZ KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;MERKEZ MAH (OYMAYAKA KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;MERKEZ MAH (SATI KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;MERKEZ MAH (TACAHMET KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;MERKEZ MAH (TASGUNEY KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;MERKEZ MAH (TURHAN KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;MERKEZ MAH (YAPRAKLI KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;MERKEZ MAH (YAZICI KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;MERKEZ MAH (YUSUFLU KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;MITA MAH (GOKCEALAN KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;OKUL MAH (ISIKLI KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;ORTA MAH (GUNDOGDU KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;OSMANCAYIRI MAH (CATAKGERIS KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;OTCA MAH (CATAKGERIS KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;OVANAZ MAH (KAYABASI KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;ORENLER MAH (KAYABASI KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;OREY MAH (HACI KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;OTE MAH (GUNDOGDU KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;OTEKOY MAH (YAPRAKLI KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;PALAMAR MAH (KARABEY KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;PAZARYERI MAH (YESILOBA KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;REYFEZ MAH (YESILOBA KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;SAFRANLI MAH (KARABEY KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;SAHILKENT MAH (ISIKLI KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;SALAH MAH (CATAKORENCIK KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;SANCAKTAROGLU MAH (AKCABUK KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;SARPACA MAH (YESILOBA KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;SATI MAH (SATI KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;SAZAK MAH (SAZKISLA KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;SEMIYE MAH (TURHAN KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;SILAHCI MAH (TACAHMET KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;SIYEM MAH (DUZ KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;SOGU MAH (YESILOBA KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;SOKU MAH (CATAKGERIS KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;SOKU MAH (YESILOBA KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;SULUCUKUR MAH (SAZKISLA KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;SAVSAT MAH (SAZKISLA KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;TAVACA MAH (GOKCEALAN KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;TECIROGLU MAH (CATAKORENCIK KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;TUMEN MAH (ISIKLI KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;YALI MAH (GUNDOGDU KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;YAMAYOL MAH (OYMAYAKA KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;YAYLA MAH (GOKCEALAN KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;YAZYURDU MAH (GENCEK KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;YENI MAH (CATAKGERIS KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;YENICE MAH (KUZ KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;YILANLIK MAH (DUZLER KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;YILDIRIM MAH (YUSUFLU KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;YORGANCIOGLU MAH (KUSCULAR KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;YUKARI GUNEY MAH (CATAKGUNEY KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;YUKARI MAH (GUNDOGDU KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;YUKARI MAH (ISIKLI KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;YUKARI MARBEL MAH (AKCABUK KOYU);57902
SINOP;TURKELI;MERKEZKOYLER;YUKARI USVA MAH (SATI KOYU);57902
SINOP;TURKELI;TURKELI;GEMIYANI MAH;57900
SINOP;TURKELI;TURKELI;GUZELYURT MAH;57900
SINOP;TURKELI;TURKELI;TUMERKAN MAH;57900
SIRNAK;BEYTUSSEBAP;BEYTUSSEBAP;ALICAVUS MAH;73800
SIRNAK;BEYTUSSEBAP;BEYTUSSEBAP;ELKI MAH;73800
SIRNAK;BEYTUSSEBAP;BEYTUSSEBAP;KARSIYAKA MAH;73800
