il;ilçe;semt_bucak_belde;Mahalle;PK
ADANA;ALADAG;ALADAG;AKPINAR MAH;1720
ADANA;ALADAG;ALADAG;BASPINAR MAH;1720
ADANA;ALADAG;ALADAG;MANSURLU MAH;1720
ADANA;ALADAG;ALADAG;SINANPASA MAH;1720
ADANA;ALADAG;MADENLI;AKOREN MAH;1722
ADANA;ALADAG;MADENLI;BOZTAHTA MAH;1722
ADANA;ALADAG;MADENLI;BUYUKSOFULU MAH;1722
ADANA;ALADAG;MADENLI;CERITLER MAH;1722
ADANA;ALADAG;MADENLI;DAILER MAH;1722
ADANA;ALADAG;MADENLI;DARILIK MAH;1722
ADANA;ALADAG;MADENLI;DOLEKLI MAH;1722
ADANA;ALADAG;MADENLI;EBRISIM MAH;1722
ADANA;ALADAG;MADENLI;EGNER MAH;1722
ADANA;ALADAG;MADENLI;GERDIBI MAH;1722
ADANA;ALADAG;MADENLI;GIREGIYENIKOY MAH;1722
ADANA;ALADAG;MADENLI;GOKCEKOY MAH;1722
ADANA;ALADAG;MADENLI;KABASAKAL MAH;1722
ADANA;ALADAG;MADENLI;KARAHAN MAH;1722
ADANA;ALADAG;MADENLI;KICAK MAH;1722
ADANA;ALADAG;MADENLI;KISLAK MAH;1722
ADANA;ALADAG;MADENLI;KIZILDAM MAH;1722
ADANA;ALADAG;MADENLI;KOKEZ MAH;1722
ADANA;ALADAG;MADENLI;KOPRUCUK MAH;1722
ADANA;ALADAG;MADENLI;KUP MAH;1722
ADANA;ALADAG;MADENLI;MADENLI MAH;1722
ADANA;ALADAG;MADENLI;MAZILIK MAH;1722
ADANA;ALADAG;MADENLI;POSYAGBASAN MAH;1722
ADANA;ALADAG;MADENLI;TOPALLI MAH;1722
ADANA;ALADAG;MADENLI;UZUNKUYU MAH;1722
ADANA;ALADAG;MADENLI;YETIMLI MAH;1722
ADANA;ALADAG;MADENLI;YUKSEKOREN MAH;1722
ADANA;CEYHAN;BUYUKMANGIT;ADAPINAR MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;ADATEPE MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;AGACLI MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;AGACPINAR MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;AKDAM MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;ALTIGOZBEKIRLI MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;ALTIKARA MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;AYDINLAR MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;AZIZLI MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;BASOREN MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;BIRKENT MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;BURHANLI MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;BUYUKBURHANIYE MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;BUYUKMANGIT MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;CAMUZAGILI MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;CEYHANBEKIRLI MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;CAKALDERE MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;CATAKLI MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;CATALHUYUK MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;CEVRETEPE MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;CICEKLI MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;CIFTLIKLER MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;COKCAPINAR MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;DAGISTAN MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;DEGIRMENDERE MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;DEGIRMENLI MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;DIKILITAS MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;DOKUZTEKNE MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;DORUK MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;DURHASANDEDE MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;DUTLUPINAR MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;EKINYAZI MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;ELMAGOLU MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;ERENLER MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;GUMURDULU MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;GUNDOGAN MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;GUNLUCE MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;HAMDILLI MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;HAMIDIYE MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;HAMITBEY MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;HAMITBEYBUCAGI MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;IRMAKLI MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;ISIRGANLI MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;IMRAN MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;INCEYER MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;ISALI MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;KARAKAYALI MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;KILICKAYA MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;KIVRIKLI MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;KIZILDERE MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;KOPRULU MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;KORKUYU MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;KOSRELI MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;KURTKULAGI MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;KURTPINAR MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;KUZUCAK MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;KUCUKBURHANIYE MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;KUCUKMANGIT MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;MERCIMEK MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;MERCIN MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;NARLIK MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;NAZIMBEY YENIKOY MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;SAGIRLAR MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;SAGKAYA MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;SARIBAHCE MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;SARIMAZI MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;SARIMAZI SB MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;SELIMIYE MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;SIRKELI MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;SOGUKPINAR MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;SOYSALLI MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;TATARLI MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;TATLIKUYU MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;TOKTAMIS MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;TUMLU MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;UCDUTYESILOVA MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;VEYSIYE MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;YALAK MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;YELLIBEL MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;YESILBAHCE MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;YESILDAM MAH;1922
ADANA;CEYHAN;BUYUKMANGIT;YILANKALE MAH;1922
ADANA;CEYHAN;CEYHAN;ALTIOCAK MAH;1920
ADANA;CEYHAN;CEYHAN;ATATURK MAH;1920
ADANA;CEYHAN;CEYHAN;AYDEMIROGLU MAH;1920
ADANA;CEYHAN;CEYHAN;BELEDIYE EVLERI MAH;1920
ADANA;CEYHAN;CEYHAN;BOTA MAH;1920
ADANA;CEYHAN;CEYHAN;BURHANIYE MAH;1920
ADANA;CEYHAN;CEYHAN;BUYUKKIRIM MAH;1920
ADANA;CEYHAN;CEYHAN;CIVANTAYAK MAH;1920
ADANA;CEYHAN;CEYHAN;CUMHURIYET MAH;1920
ADANA;CEYHAN;CEYHAN;EMEK MAH;1920
ADANA;CEYHAN;CEYHAN;ESENTEPE MAH;1920
ADANA;CEYHAN;CEYHAN;FATIH SULTAN MEHMET MAH;1920
ADANA;CEYHAN;CEYHAN;GAZI OSMAN PASA MAH;1920
ADANA;CEYHAN;CEYHAN;HURRIYET MAH;1920
ADANA;CEYHAN;CEYHAN;INONU MAH;1920
ADANA;CEYHAN;CEYHAN;ISTIKLAL MAH;1920
ADANA;CEYHAN;CEYHAN;KELEMETI MAH;1920
ADANA;CEYHAN;CEYHAN;KONAKOGLU MAH;1920
ADANA;CEYHAN;CEYHAN;KORUKLU MAH;1920
ADANA;CEYHAN;CEYHAN;KUCUKKIRIM MAH;1920
ADANA;CEYHAN;CEYHAN;MITHAT PASA MAH;1920
ADANA;CEYHAN;CEYHAN;MODERNEVLER MAH;1920
ADANA;CEYHAN;CEYHAN;MURADIYE MAH;1920
ADANA;CEYHAN;CEYHAN;NAMIK KEMAL MAH;1920
ADANA;CEYHAN;CEYHAN;SARISAKAL MAH;1920
ADANA;CEYHAN;CEYHAN;SAHIN OZBILEN MAH;1920
ADANA;CEYHAN;CEYHAN;SEHIT HACI IBRAHIM MAH;1920
ADANA;CEYHAN;CEYHAN;ULUS MAH;1920
ADANA;CEYHAN;CEYHAN;YARSUAT MAH;1920
ADANA;CEYHAN;CEYHAN;ZUBEYDE HANIM MAH;1920
ADANA;CEYHAN;MUSTAFABEYLI;MUSTAFABEYLI MAH;1924
ADANA;CUKUROVA;HUZUREVLERI;BELEDIYE EVLERI MAH;1360
ADANA;CUKUROVA;HUZUREVLERI;HUZUREVLERI MAH;1360
ADANA;CUKUROVA;HUZUREVLERI;YUZUNCUYIL MAH;1360
ADANA;CUKUROVA;MAHFESIGMAZ;BEYAZEVLER MAH;1170
ADANA;CUKUROVA;MAHFESIGMAZ;BOZCALAR MAH;1170
ADANA;CUKUROVA;MAHFESIGMAZ;DORTLER MAH;1170
ADANA;CUKUROVA;MAHFESIGMAZ;ESENTEPE MAH;1170
ADANA;CUKUROVA;MAHFESIGMAZ;FADIL MAH;1170
ADANA;CUKUROVA;MAHFESIGMAZ;GOKKUYU MAH;1170
ADANA;CUKUROVA;MAHFESIGMAZ;GUZELYALI MAH;1170
ADANA;CUKUROVA;MAHFESIGMAZ;KABASAKAL MAH;1170
ADANA;CUKUROVA;MAHFESIGMAZ;KARAHAN MAH;1170
ADANA;CUKUROVA;MAHFESIGMAZ;KARSLILAR MAH;1170
ADANA;CUKUROVA;MAHFESIGMAZ;KASOBA MAH;1170
ADANA;CUKUROVA;MAHFESIGMAZ;KOCATEPE MAH;1170
ADANA;CUKUROVA;MAHFESIGMAZ;KURTTEPE MAH;1170
ADANA;CUKUROVA;MAHFESIGMAZ;KUCUKCINAR MAH;1170
ADANA;CUKUROVA;MAHFESIGMAZ;MAHFESIGMAZ MAH;1170
ADANA;CUKUROVA;MAHFESIGMAZ;MEMISLI MAH;1170
ADANA;CUKUROVA;MAHFESIGMAZ;ORCUN MAH;1170
ADANA;CUKUROVA;MAHFESIGMAZ;PIRILI MAH;1170
ADANA;CUKUROVA;MAHFESIGMAZ;SOGUTLU MAH;1170
ADANA;CUKUROVA;MAHFESIGMAZ;SAMBAYADI MAH;1170
ADANA;CUKUROVA;MAHFESIGMAZ;TOROS MAH;1170
ADANA;CUKUROVA;MAHFESIGMAZ;YENI MAH;1170
ADANA;CUKUROVA;MAHFESIGMAZ;YURT MAH;1170
ADANA;CUKUROVA;SALBAS;SALBAS ESENTEPE MAH;1780
ADANA;FEKE;AKKAYA;AKKAYA MAH;1662
ADANA;FEKE;AKKAYA;AKOLUK MAH;1662
ADANA;FEKE;AKKAYA;BAGDATLI MAH;1662
ADANA;FEKE;AKKAYA;BAHCECIK MAH;1662
ADANA;FEKE;AKKAYA;CANDIRLAR MAH;1662
ADANA;FEKE;AKKAYA;CONDU MAH;1662
ADANA;FEKE;AKKAYA;CURUKLER MAH;1662
ADANA;FEKE;AKKAYA;DEGIRMENCIUSAGI MAH;1662
ADANA;FEKE;AKKAYA;GAFFARUSAGI MAH;1662
ADANA;FEKE;AKKAYA;GEDIKLI MAH;1662
ADANA;FEKE;AKKAYA;GOBELLI MAH;1662
ADANA;FEKE;AKKAYA;GURUMZE MAH;1662
ADANA;FEKE;AKKAYA;GUZPINARI MAH;1662
ADANA;FEKE;AKKAYA;HIDIRUSAGI MAH;1662
ADANA;FEKE;AKKAYA;INCIRCI MAH;1662
ADANA;FEKE;AKKAYA;KALEYUZU MAH;1662
ADANA;FEKE;AKKAYA;KASALTI MAH;1662
ADANA;FEKE;AKKAYA;KAYADIBI MAH;1662
ADANA;FEKE;AKKAYA;KIRIKUSAGI MAH;1662
ADANA;FEKE;AKKAYA;KISACIKLI MAH;1662
ADANA;FEKE;AKKAYA;KIZILYER MAH;1662
ADANA;FEKE;AKKAYA;KOCYAZI MAH;1662
ADANA;FEKE;AKKAYA;KONAKKURAN MAH;1662
ADANA;FEKE;AKKAYA;KOVUKCINAR MAH;1662
ADANA;FEKE;AKKAYA;MANSURLU MAH;1662
ADANA;FEKE;AKKAYA;MUSALAR MAH;1662
ADANA;FEKE;AKKAYA;OLUCAK MAH;1662
ADANA;FEKE;AKKAYA;ORMANCIK MAH;1662
ADANA;FEKE;AKKAYA;ORTAKOY MAH;1662
ADANA;FEKE;AKKAYA;ORUCLU MAH;1662
ADANA;FEKE;AKKAYA;PASALI MAH;1662
ADANA;FEKE;AKKAYA;SUPHANDERE MAH;1662
ADANA;FEKE;AKKAYA;SAHMURATLI MAH;1662
ADANA;FEKE;AKKAYA;TENKERLI MAH;1662
ADANA;FEKE;AKKAYA;TOKMANAKLI MAH;1662
ADANA;FEKE;AKKAYA;TORTULU MAH;1662
ADANA;FEKE;AKKAYA;UGURLUBAG MAH;1662
ADANA;FEKE;AKKAYA;YAYLAPINAR MAH;1662
ADANA;FEKE;AKKAYA;YEREBAKAN MAH;1662
ADANA;FEKE;FEKE;BELENKOY MAH;1660
ADANA;FEKE;FEKE;GOKCELI MAH;1660
ADANA;FEKE;FEKE;ISLAM MAH;1660
ADANA;FEKE;FEKE;KARACAOGLAN MAH;1660
ADANA;FEKE;FEKE;KARACAUSAGI MAH;1660
ADANA;FEKE;FEKE;KAZANCI MAH;1660
ADANA;FEKE;FEKE;KEKLIKCI MAH;1660
ADANA;FEKE;FEKE;SULEMISLI MAH;1660
ADANA;FEKE;FEKE;YESIL DUSMUS MAH;1660
ADANA;IMAMOGLU;IMAMOGLU;ADALET MAH;1700
ADANA;IMAMOGLU;IMAMOGLU;CUMHURIYET MAH;1700
ADANA;IMAMOGLU;IMAMOGLU;FATIH MAH;1700
ADANA;IMAMOGLU;IMAMOGLU;HURRIYET MAH;1700
ADANA;IMAMOGLU;IMAMOGLU;MENTES MAH;1700
ADANA;IMAMOGLU;IMAMOGLU;TUNA MAH;1700
ADANA;IMAMOGLU;SAYGECIT;AGZIKARACA MAH;1702
ADANA;IMAMOGLU;SAYGECIT;ALAYBEYI MAH;1702
ADANA;IMAMOGLU;SAYGECIT;ALILER MAH;1702
ADANA;IMAMOGLU;SAYGECIT;AYVALI MAH;1702
ADANA;IMAMOGLU;SAYGECIT;CAMILI MAH;1702
ADANA;IMAMOGLU;SAYGECIT;CORTEN MAH;1702
ADANA;IMAMOGLU;SAYGECIT;DANACILI MAH;1702
ADANA;IMAMOGLU;SAYGECIT;HACIHASANLI MAH;1702
ADANA;IMAMOGLU;SAYGECIT;KOYUNEVI MAH;1702
ADANA;IMAMOGLU;SAYGECIT;MALIHIDIRLI MAH;1702
ADANA;IMAMOGLU;SAYGECIT;OTLUK MAH;1702
ADANA;IMAMOGLU;SAYGECIT;PEKMEZCI MAH;1702
ADANA;IMAMOGLU;SAYGECIT;SAYCA MAH;1702
ADANA;IMAMOGLU;SAYGECIT;SAYGECIT MAH;1702
ADANA;IMAMOGLU;SAYGECIT;SEVINCLI MAH;1702
ADANA;IMAMOGLU;SAYGECIT;SOKUTAS MAH;1702
ADANA;IMAMOGLU;SAYGECIT;UFACIKOREN MAH;1702
ADANA;IMAMOGLU;SAYGECIT;ULUCINAR MAH;1702
ADANA;IMAMOGLU;SAYGECIT;UCTEPE MAH;1702
ADANA;IMAMOGLU;SAYGECIT;YAZITEPE MAH;1702
ADANA;IMAMOGLU;SAYGECIT;YENIEVLER MAH;1702
ADANA;KARAISALI;KARAISALI;AKCALI MAH;1770
ADANA;KARAISALI;KARAISALI;AKTAS MAH;1770
ADANA;KARAISALI;KARAISALI;ALTINOVA MAH;1770
ADANA;KARAISALI;KARAISALI;ASAGIBELEMEDIK MAH;1770
ADANA;KARAISALI;KARAISALI;ASAGIYORUKLER MAH;1770
ADANA;KARAISALI;KARAISALI;AYAKKIF MAH;1770
ADANA;KARAISALI;KARAISALI;BARAKDAGI MAH;1770
ADANA;KARAISALI;KARAISALI;BASKIF MAH;1770
ADANA;KARAISALI;KARAISALI;BEKIRLI MAH;1770
ADANA;KARAISALI;KARAISALI;BEYDEMIR MAH;1770
ADANA;KARAISALI;KARAISALI;BOLACALI MAH;1770
ADANA;KARAISALI;KARAISALI;BUCAK MAH;1770
ADANA;KARAISALI;KARAISALI;CAKALLI MAH;1770
ADANA;KARAISALI;KARAISALI;CATALAN MAH;1770
ADANA;KARAISALI;KARAISALI;CECELI MAH;1770
ADANA;KARAISALI;KARAISALI;CEVLIK MAH;1770
ADANA;KARAISALI;KARAISALI;COCUKLAR MAH;1770
ADANA;KARAISALI;KARAISALI;CORLU MAH;1770
ADANA;KARAISALI;KARAISALI;CUKUR MAH;1770
ADANA;KARAISALI;KARAISALI;DEMIRCIT MAH;1770
ADANA;KARAISALI;KARAISALI;DOSEKEVI MAH;1770
ADANA;KARAISALI;KARAISALI;DURAK MAH;1770
ADANA;KARAISALI;KARAISALI;EGLENCE MAH;1770
ADANA;KARAISALI;KARAISALI;EMELCIK MAH;1770
ADANA;KARAISALI;KARAISALI;ETEKLI MAH;1770
ADANA;KARAISALI;KARAISALI;FETTAHLI MAH;1770
ADANA;KARAISALI;KARAISALI;FILIKLI MAH;1770
ADANA;KARAISALI;KARAISALI;GILDIRLI MAH;1770
ADANA;KARAISALI;KARAISALI;GOKHASANLI MAH;1770
ADANA;KARAISALI;KARAISALI;GULUSLU MAH;1770
ADANA;KARAISALI;KARAISALI;GUVENC MAH;1770
ADANA;KARAISALI;KARAISALI;HACILI MAH;1770
ADANA;KARAISALI;KARAISALI;HACIMUSALI MAH;1770
ADANA;KARAISALI;KARAISALI;KALEDAGI MAH;1770
ADANA;KARAISALI;KARAISALI;KAPIKAYA MAH;1770
ADANA;KARAISALI;KARAISALI;KARAHASANLI MAH;1770
ADANA;KARAISALI;KARAISALI;KARAKILIC MAH;1770
ADANA;KARAISALI;KARAISALI;KARAKUYU MAH;1770
ADANA;KARAISALI;KARAISALI;KARAPINAR MAH;1770
ADANA;KARAISALI;KARAISALI;KIRALAN MAH;1770
ADANA;KARAISALI;KARAISALI;KIRIKLI MAH;1770
ADANA;KARAISALI;KARAISALI;KOCAVELILER MAH;1770
ADANA;KARAISALI;KARAISALI;KORUKLU MAH;1770
ADANA;KARAISALI;KARAISALI;KUSCUSOFULU MAH;1770
ADANA;KARAISALI;KARAISALI;KUYUCU MAH;1770
ADANA;KARAISALI;KARAISALI;KUZGUN MAH;1770
ADANA;KARAISALI;KARAISALI;MARASLI MAH;1770
ADANA;KARAISALI;KARAISALI;MERKEZBOZTAHTA MAH;1770
ADANA;KARAISALI;KARAISALI;MURTCUKURU MAH;1770
ADANA;KARAISALI;KARAISALI;NERGIZLIK MAH;1770
ADANA;KARAISALI;KARAISALI;NUHLU MAH;1770
ADANA;KARAISALI;KARAISALI;OMERLI MAH;1770
ADANA;KARAISALI;KARAISALI;SADIKALI MAH;1770
ADANA;KARAISALI;KARAISALI;SARIMEHMETLI MAH;1770
ADANA;KARAISALI;KARAISALI;SAYPINAR MAH;1770
ADANA;KARAISALI;KARAISALI;SELAMPINAR MAH;1770
ADANA;KARAISALI;KARAISALI;TATIK MAH;1770
ADANA;KARAISALI;KARAISALI;TOPAKTAS MAH;1770
ADANA;KARAISALI;KARAISALI;TOPKARALI MAH;1770
ADANA;KARAISALI;KARAISALI;TORUNSOLAKLI MAH;1770
ADANA;KARAISALI;KARAISALI;TUMENLI MAH;1770
ADANA;KARAISALI;KARAISALI;YAZIBASI MAH;1770
ADANA;KARATAS;KARATAS;ADALI MAH;1900
ADANA;KARATAS;KARATAS;ATAKOY MAH;1900
ADANA;KARATAS;KARATAS;BAHCE MAH;1900
ADANA;KARATAS;KARATAS;BEBELI MAH;1900
ADANA;KARATAS;KARATAS;CAGSIRLI MAH;1900
ADANA;KARATAS;KARATAS;CAKIROREN MAH;1900
ADANA;KARATAS;KARATAS;CAVUSLU MAH;1900
ADANA;KARATAS;KARATAS;CIMELI MAH;1900
ADANA;KARATAS;KARATAS;CUKURKAMIS MAH;1900
ADANA;KARATAS;KARATAS;DAMLAPINAR MAH;1900
ADANA;KARATAS;KARATAS;DEVELIOREN MAH;1900
ADANA;KARATAS;KARATAS;DOLAPLI MAH;1900
ADANA;KARATAS;KARATAS;GOLKAYA MAH;1900
ADANA;KARATAS;KARATAS;HACIHASAN MAH;1900
ADANA;KARATAS;KARATAS;HASIRAGACI MAH;1900
ADANA;KARATAS;KARATAS;HELVACI MAH;1900
ADANA;KARATAS;KARATAS;INNEPLIHUYUGU MAH;1900
ADANA;KARATAS;KARATAS;ISAHACILI MAH;1900
ADANA;KARATAS;KARATAS;KAPI MAH;1900
ADANA;KARATAS;KARATAS;KARAGOCER MAH;1900
ADANA;KARATAS;KARATAS;KARATAS MAH;1900
ADANA;KARATAS;KARATAS;KARSIYAKA MAH;1900
ADANA;KARATAS;KARATAS;KEMALIYE MAH;1900
ADANA;KARATAS;KARATAS;KESIK MAH;1900
ADANA;KARATAS;KARATAS;KIRHASAN MAH;1900
ADANA;KARATAS;KARATAS;KIZILTAHTA MAH;1900
ADANA;KARATAS;KARATAS;KIREMITLI MAH;1900
ADANA;KARATAS;KARATAS;MELETMEZ MAH;1900
ADANA;KARATAS;KARATAS;ORTA MAH;1900
ADANA;KARATAS;KARATAS;OYMAKLI MAH;1900
ADANA;KARATAS;KARATAS;SARIMSAK MAH;1900
ADANA;KARATAS;KARATAS;SIRKENLI MAH;1900
ADANA;KARATAS;KARATAS;TABAKLAR MAH;1900
ADANA;KARATAS;KARATAS;TABUR MAH;1900
ADANA;KARATAS;KARATAS;TERLIKSIZ MAH;1900
ADANA;KARATAS;KARATAS;TOPRAKLI MAH;1900
ADANA;KARATAS;KARATAS;TUZKUYUSU MAH;1900
ADANA;KARATAS;KARATAS;TUZLA MAH;1900
ADANA;KARATAS;KARATAS;YASSIVEREN MAH;1900
ADANA;KARATAS;KARATAS;YEMISLI MAH;1900
ADANA;KARATAS;KARATAS;YENI MAH;1900
ADANA;KARATAS;KARATAS;YENIMURAT MAH;1900
ADANA;KARATAS;KARATAS;YUZBASI MAH;1900
ADANA;KOZAN;HACIBEYLI;GAZI MAH;1555
ADANA;KOZAN;HACIBEYLI;HACIBEYLI MAH;1555
ADANA;KOZAN;KAHVELI;ACARMANTAS MAH;1502
ADANA;KOZAN;KAHVELI;AKARCA MAH;1502
ADANA;KOZAN;KAHVELI;AKCALIUSAGI MAH;1502
ADANA;KOZAN;KAHVELI;AKDAM MAH;1502
ADANA;KOZAN;KAHVELI;AKKAYA MAH;1502
ADANA;KOZAN;KAHVELI;ALAPINAR MAH;1502
ADANA;KOZAN;KAHVELI;ANDIL MAH;1502
ADANA;KOZAN;KAHVELI;ARSLANLI MAH;1502
ADANA;KOZAN;KAHVELI;AYDIN MAH;1502
ADANA;KOZAN;KAHVELI;AYSEHOCA MAH;1502
ADANA;KOZAN;KAHVELI;BAGOZU MAH;1502
ADANA;KOZAN;KAHVELI;BAGTEPE MAH;1502
ADANA;KOZAN;KAHVELI;BOZTAHTA MAH;1502
ADANA;KOZAN;KAHVELI;BUCAK MAH;1502
ADANA;KOZAN;KAHVELI;BULDUKLU MAH;1502
ADANA;KOZAN;KAHVELI;CAMDERE MAH;1502
ADANA;KOZAN;KAHVELI;CAMLARCA MAH;1502
ADANA;KOZAN;KAHVELI;CANDIK MAH;1502
ADANA;KOZAN;KAHVELI;CELENUSAGI MAH;1502
ADANA;KOZAN;KAHVELI;COBANPINARI MAH;1502
ADANA;KOZAN;KAHVELI;COKAK MAH;1502
ADANA;KOZAN;KAHVELI;CUKUROREN MAH;1502
ADANA;KOZAN;KAHVELI;CULLUUSAGI MAH;1502
ADANA;KOZAN;KAHVELI;CURUKLU MAH;1502
ADANA;KOZAN;KAHVELI;DAMYERI MAH;1502
ADANA;KOZAN;KAHVELI;DIKILITAS MAH;1502
ADANA;KOZAN;KAHVELI;DILEKKAYA MAH;1502
ADANA;KOZAN;KAHVELI;DOGANALANI MAH;1502
ADANA;KOZAN;KAHVELI;DURALUSAGI MAH;1502
ADANA;KOZAN;KAHVELI;DURMUSLU MAH;1502
ADANA;KOZAN;KAHVELI;DUZAGAC MAH;1502
ADANA;KOZAN;KAHVELI;ENIZCAKIRI MAH;1502
ADANA;KOZAN;KAHVELI;ERGENUSAGI MAH;1502
ADANA;KOZAN;KAHVELI;ESKIKABASAKAL MAH;1502
ADANA;KOZAN;KAHVELI;ESKIMANTAS MAH;1502
ADANA;KOZAN;KAHVELI;FAYDALI MAH;1502
ADANA;KOZAN;KAHVELI;FERHATLI MAH;1502
ADANA;KOZAN;KAHVELI;GEDIKLI MAH;1502
ADANA;KOZAN;KAHVELI;GOKCEYOL MAH;1502
ADANA;KOZAN;KAHVELI;GOKGOZ MAH;1502
ADANA;KOZAN;KAHVELI;GORBEYAZ MAH;1502
ADANA;KOZAN;KAHVELI;GUNERI MAH;1502
ADANA;KOZAN;KAHVELI;HACIMIRZALI MAH;1502
ADANA;KOZAN;KAHVELI;HAMAM MAH;1502
ADANA;KOZAN;KAHVELI;ILICA MAH;1502
ADANA;KOZAN;KAHVELI;ISIKKAYA MAH;1502
ADANA;KOZAN;KAHVELI;ISIKLI MAH;1502
ADANA;KOZAN;KAHVELI;IDEMKOY MAH;1502
ADANA;KOZAN;KAHVELI;KABAKTEPE MAH;1502
ADANA;KOZAN;KAHVELI;KAHVELI MAH;1502
ADANA;KOZAN;KAHVELI;KALKUMAC MAH;1502
ADANA;KOZAN;KAHVELI;KAPIKAYA MAH;1502
ADANA;KOZAN;KAHVELI;KARABUCAK MAH;1502
ADANA;KOZAN;KAHVELI;KARACAOREN MAH;1502
ADANA;KOZAN;KAHVELI;KARAHAMZALI MAH;1502
ADANA;KOZAN;KAHVELI;KARANEBILI MAH;1502
ADANA;KOZAN;KAHVELI;KEMERKOY MAH;1502
ADANA;KOZAN;KAHVELI;KIBRISLAR MAH;1502
ADANA;KOZAN;KAHVELI;KIZILLAR MAH;1502
ADANA;KOZAN;KAHVELI;KIZLARSEKISI MAH;1502
ADANA;KOZAN;KAHVELI;KOSELI MAH;1502
ADANA;KOZAN;KAHVELI;KUYTUCAK MAH;1502
